Date,Open,High,Low,Close,Adj Close,Volume
2022-06-23,40.209999,40.209999,40.209999,40.209999,38.988659,0
2022-06-24,41.509998,41.509998,41.509998,41.509998,40.249172,0
2022-06-27,41.459999,41.459999,41.459999,41.459999,40.200691,0
2022-06-28,40.820000,40.820000,40.820000,40.820000,39.580132,0
2022-06-29,40.599998,40.599998,40.599998,40.599998,39.366814,0
2022-06-30,40.320000,40.320000,40.320000,40.320000,39.095318,0
2022-07-01,40.830002,40.830002,40.830002,40.830002,39.589828,0
2022-07-05,40.740002,40.740002,40.740002,40.740002,39.502563,0
2022-07-06,40.750000,40.750000,40.750000,40.750000,39.512257,0
2022-07-07,41.340000,41.340000,41.340000,41.340000,40.084335,0
2022-07-08,41.189999,41.189999,41.189999,41.189999,39.938892,0
2022-07-11,40.799999,40.799999,40.799999,40.799999,39.560738,0
2022-07-12,40.599998,40.599998,40.599998,40.599998,39.366814,0
2022-07-13,40.380001,40.380001,40.380001,40.380001,39.153496,0
2022-07-14,40.060001,40.060001,40.060001,40.060001,38.843216,0
2022-07-15,40.840000,40.840000,40.840000,40.840000,39.599525,0
2022-07-18,40.650002,40.650002,40.650002,40.650002,39.415295,0
2022-07-19,41.860001,41.860001,41.860001,41.860001,40.588543,0
2022-07-20,42.130001,42.130001,42.130001,42.130001,40.850342,0
2022-07-21,42.439999,42.439999,42.439999,42.439999,41.150925,0
2022-07-22,42.180000,42.180000,42.180000,42.180000,40.898823,0
2022-07-25,42.299999,42.299999,42.299999,42.299999,41.015179,0
2022-07-26,41.939999,41.939999,41.939999,41.939999,40.666111,0
2022-07-27,42.770000,42.770000,42.770000,42.770000,41.470901,0
2022-07-28,43.450001,43.450001,43.450001,43.450001,42.130249,0
2022-07-29,43.830002,43.830002,43.830002,43.830002,42.498707,0
2022-08-01,43.750000,43.750000,43.750000,43.750000,42.421135,0
2022-08-02,43.450001,43.450001,43.450001,43.450001,42.130249,0
2022-08-03,43.910000,43.910000,43.910000,43.910000,42.576275,0
2022-08-04,43.840000,43.840000,43.840000,43.840000,42.508400,0
2022-08-05,43.889999,43.889999,43.889999,43.889999,42.556881,0
2022-08-08,44.029999,44.029999,44.029999,44.029999,42.692631,0
2022-08-09,43.750000,43.750000,43.750000,43.750000,42.421135,0
2022-08-10,44.709999,44.709999,44.709999,44.709999,43.351974,0
2022-08-11,44.869999,44.869999,44.869999,44.869999,43.507114,0
2022-08-12,45.610001,45.610001,45.610001,45.610001,44.224640,0
2022-08-15,45.700001,45.700001,45.700001,45.700001,44.311905,0
2022-08-16,45.840000,45.840000,45.840000,45.840000,44.447655,0
2022-08-17,45.389999,45.389999,45.389999,45.389999,44.011322,0
2022-08-18,45.540001,45.540001,45.540001,45.540001,44.156765,0
2022-08-19,44.930000,44.930000,44.930000,44.930000,43.565292,0
2022-08-22,43.959999,43.959999,43.959999,43.959999,42.624756,0
2022-08-23,43.889999,43.889999,43.889999,43.889999,42.556881,0
2022-08-24,44.099998,44.099998,44.099998,44.099998,42.760502,0
2022-08-25,44.759998,44.759998,44.759998,44.759998,43.400455,0
2022-08-26,43.310001,43.310001,43.310001,43.310001,41.994503,0
2022-08-29,43.070000,43.070000,43.070000,43.070000,41.761791,0
2022-08-30,42.619999,42.619999,42.619999,42.619999,41.325459,0
2022-08-31,42.299999,42.299999,42.299999,42.299999,41.015179,0
2022-09-01,42.360001,42.360001,42.360001,42.360001,41.073357,0
2022-09-02,42.029999,42.029999,42.029999,42.029999,40.753376,0
2022-09-06,41.910000,41.910000,41.910000,41.910000,40.637024,0
2022-09-07,42.849998,42.849998,42.849998,42.849998,41.548470,0
2022-09-08,43.240002,43.240002,43.240002,43.240002,41.926628,0
2022-09-09,43.840000,43.840000,43.840000,43.840000,42.508400,0
2022-09-12,44.230000,44.230000,44.230000,44.230000,42.886555,0
2022-09-13,42.490002,42.490002,42.490002,42.490002,41.199409,0
2022-09-14,42.490002,42.490002,42.490002,42.490002,41.199409,0
2022-09-15,42.150002,42.150002,42.150002,42.150002,40.869736,0
2022-09-16,41.709999,41.709999,41.709999,41.709999,40.443096,0
2022-09-19,42.029999,42.029999,42.029999,42.029999,40.753376,0
2022-09-20,41.340000,41.340000,41.340000,41.340000,40.084335,0
2022-09-21,40.669998,40.669998,40.669998,40.669998,39.434685,0
2022-09-22,40.070000,40.070000,40.070000,40.070000,38.852913,0
2022-09-23,39.389999,39.389999,39.389999,39.389999,38.193565,0
2022-09-26,38.810001,38.810001,38.810001,38.810001,37.631184,0
2022-09-27,38.689999,38.689999,38.689999,38.689999,37.514828,0
2022-09-28,39.610001,39.610001,39.610001,39.610001,38.406883,0
