Date,Open,High,Low,Close,Adj Close,Volume
2022-06-23,119.599998,120.910004,114.779999,115.800003,115.800003,0
2022-06-24,115.839996,119.510002,114.589996,119.339996,119.339996,0
2022-06-27,119.330002,120.550003,117.879997,120.250000,120.250000,0
2022-06-28,120.900002,121.000000,116.879997,117.050003,117.050003,0
2022-06-29,118.629997,118.879997,114.570000,115.790001,115.790001,0
2022-06-30,114.779999,115.269997,110.779999,111.120003,111.120003,0
2022-07-01,109.629997,114.760002,108.769997,114.099998,114.099998,0
2022-07-05,112.589996,112.599998,105.959999,108.150002,108.150002,0
2022-07-06,108.250000,108.879997,104.540001,107.790001,107.790001,0
2022-07-07,109.000000,111.580002,108.709999,109.739998,109.739998,0
2022-07-08,110.320000,111.180000,107.870003,108.970001,108.970001,0
2022-07-11,107.589996,109.699997,107.440002,107.599998,107.599998,0
2022-07-12,106.930000,108.440002,104.889999,105.660004,105.660004,0
2022-07-13,105.029999,110.209999,104.589996,108.269997,108.269997,0
2022-07-14,104.160004,104.629997,100.559998,103.440002,103.440002,0
2022-07-15,103.989998,104.180000,101.160004,103.239998,103.239998,0
2022-07-18,105.209999,106.809998,104.639999,104.650002,104.650002,0
2022-07-19,105.129997,107.059998,104.620003,105.870003,105.870003,0
2022-07-20,105.769997,107.000000,103.010002,103.019997,103.019997,0
2022-07-21,103.000000,105.139999,102.279999,104.389999,104.389999,0
2022-07-22,105.989998,107.959999,102.720001,103.059998,103.059998,0
2022-07-25,103.150002,103.220001,99.809998,100.650002,100.650002,0
2022-07-26,101.169998,102.750000,101.089996,102.250000,102.250000,0
2022-07-27,102.309998,104.720001,101.139999,104.190002,104.190002,0
2022-07-28,107.290001,108.290001,105.339996,107.019997,107.019997,0
2022-07-29,107.510002,109.290001,105.250000,108.730003,108.730003,0
2022-08-01,109.220001,109.220001,107.129997,107.980003,107.980003,0
2022-08-02,108.660004,110.470001,106.419998,106.480003,106.480003,0
2022-08-03,106.919998,106.959999,103.650002,104.559998,104.559998,0
2022-08-04,105.639999,109.580002,105.029999,108.180000,108.180000,0
2022-08-05,105.959999,108.019997,104.339996,108.000000,108.000000,0
2022-08-08,109.910004,111.940002,109.910004,110.669998,110.669998,0
2022-08-09,111.519997,111.550003,108.680000,110.459999,110.459999,0
2022-08-10,111.440002,113.599998,110.760002,111.800003,111.800003,0
2022-08-11,111.709999,112.769997,109.250000,109.430000,109.430000,0
2022-08-12,109.830002,111.820000,109.760002,111.620003,111.620003,0
2022-08-15,109.230003,109.800003,107.910004,109.540001,109.540001,0
2022-08-16,109.290001,110.220001,108.260002,110.099998,110.099998,0
2022-08-17,109.169998,109.239998,105.599998,106.000000,106.000000,0
2022-08-18,106.250000,107.190002,105.870003,106.730003,106.730003,0
2022-08-19,105.809998,105.839996,103.910004,104.070000,104.070000,0
2022-08-22,102.900002,104.180000,102.209999,103.919998,103.919998,0
2022-08-23,104.580002,108.199997,104.550003,106.220001,106.220001,0
2022-08-24,105.510002,107.790001,104.959999,107.769997,107.769997,0
2022-08-25,108.650002,108.830002,107.260002,108.769997,108.769997,0
