Date,Open,High,Low,Close,Adj Close,Volume
2022-06-23,1.225325,1.229468,1.217182,1.225085,1.225085,0
2022-06-24,1.226196,1.231679,1.224350,1.226076,1.226076,0
2022-06-27,1.228803,1.233076,1.223975,1.228245,1.228245,0
2022-06-28,1.226753,1.229105,1.218769,1.226738,1.226738,0
2022-06-29,1.218635,1.221225,1.210683,1.218977,1.218977,0
2022-06-30,1.213106,1.218621,1.209438,1.213180,1.213180,0
2022-07-01,1.215998,1.216205,1.198064,1.216086,1.216086,0
2022-07-04,1.210580,1.216515,1.208634,1.210273,1.210273,0
2022-07-05,1.211402,1.212606,1.190051,1.211446,1.211446,0
2022-07-06,1.194957,1.198638,1.187761,1.194914,1.194914,0
2022-07-07,1.191895,1.202183,1.191001,1.192321,1.192321,0
2022-07-08,1.203196,1.205531,1.192194,1.202805,1.202805,0
2022-07-11,1.201779,1.201995,1.186944,1.201663,1.201663,0
2022-07-12,1.189994,1.191214,1.181126,1.190094,1.190094,0
2022-07-13,1.188269,1.195943,1.183530,1.187775,1.187775,0
2022-07-14,1.186197,1.188411,1.176318,1.186380,1.186380,0
2022-07-15,1.183866,1.187366,1.180596,1.183964,1.183964,0
2022-07-18,1.188792,1.203022,1.187550,1.188834,1.188834,0
2022-07-19,1.195072,1.204282,1.192933,1.194829,1.194829,0
2022-07-20,1.200423,1.203659,1.195829,1.200351,1.200351,0
2022-07-21,1.196616,1.200235,1.189301,1.197175,1.197175,0
2022-07-22,1.199688,1.206418,1.192023,1.199616,1.199616,0
2022-07-25,1.198423,1.208313,1.196215,1.198696,1.198696,0
2022-07-26,1.205764,1.209219,1.196544,1.205516,1.205516,0
2022-07-27,1.203818,1.208664,1.202227,1.203688,1.203688,0
2022-07-28,1.216663,1.219051,1.210449,1.216308,1.216308,0
2022-07-29,1.217448,1.224260,1.206709,1.217345,1.217345,0
2022-08-01,1.216782,1.229196,1.216486,1.216737,1.216737,0
2022-08-02,1.225956,1.227838,1.218175,1.225415,1.225415,0
2022-08-03,1.214786,1.220733,1.210156,1.214300,1.214300,0
2022-08-04,1.213946,1.219512,1.207175,1.213828,1.213828,0
2022-08-05,1.215924,1.216752,1.200769,1.215850,1.215850,0
2022-08-08,1.206389,1.213519,1.204863,1.205953,1.205953,0
2022-08-09,1.208503,1.212930,1.206826,1.208474,1.208474,0
2022-08-10,1.207263,1.227446,1.206724,1.207423,1.207423,0
2022-08-11,1.221285,1.224890,1.218294,1.221300,1.221300,0
2022-08-12,1.219661,1.221001,1.210361,1.219616,1.219616,0
2022-08-15,1.212989,1.214772,1.205124,1.212797,1.212797,0
2022-08-16,1.205560,1.211637,1.200942,1.205691,1.205691,0
2022-08-17,1.209673,1.213813,1.202993,1.209819,1.209819,0
2022-08-18,1.204587,1.207817,1.196888,1.204515,1.204515,0
2022-08-19,1.193374,1.193374,1.179329,1.193275,1.193275,0
2022-08-22,1.181768,1.183852,1.174260,1.181810,1.181810,0
2022-08-23,1.176706,1.187324,1.172003,1.176651,1.176651,0
2022-08-24,1.183152,1.186535,1.175876,1.183278,1.183278,0
2022-08-25,1.179023,1.186296,1.178592,1.179176,1.179176,0
2022-08-26,1.182592,1.190009,1.175309,1.182401,1.182401,0
2022-08-29,1.169180,1.174260,1.164958,1.169454,1.169454,0
2022-08-30,1.172127,1.175807,1.162304,1.172251,1.172251,0
2022-08-31,1.166086,1.169454,1.160025,1.165977,1.165977,0
2022-09-01,1.159689,1.161710,1.150324,1.159851,1.159851,0
2022-09-02,1.154734,1.158856,1.153136,1.154894,1.154894,0
2022-09-05,1.147855,1.152074,1.144518,1.147460,1.147460,0
2022-09-06,1.156885,1.160766,1.149624,1.156644,1.156644,0
2022-09-07,1.151278,1.152366,1.140953,1.151185,1.151185,0
2022-09-08,1.152246,1.156016,1.146158,1.151981,1.151981,0
2022-09-09,1.152047,1.164863,1.151662,1.152160,1.152160,0
2022-09-12,1.161805,1.171125,1.160174,1.161940,1.161940,0
2022-09-13,1.168975,1.173764,1.152034,1.168975,1.168975,0
2022-09-14,1.150351,1.158937,1.148079,1.150616,1.150616,0
2022-09-15,1.154294,1.154868,1.146986,1.154494,1.154494,0
2022-09-16,1.145475,1.148066,1.135267,1.145265,1.145265,0
2022-09-19,1.143641,1.144165,1.135576,1.143314,1.143314,0
2022-09-20,1.144846,1.146040,1.138395,1.144322,1.144322,0
2022-09-21,1.138071,1.138563,1.130621,1.138058,1.138058,0
2022-09-22,1.125518,1.136286,1.121315,1.125594,1.125594,0
2022-09-23,1.126304,1.127345,1.089859,1.126418,1.126418,0
2022-09-26,1.079914,1.091560,1.037904,1.079739,1.079739,0
2022-09-27,1.077006,1.083541,1.073849,1.077284,1.077284,0
2022-09-28,1.072846,1.083964,1.054163,1.072754,1.072754,0
2022-09-29,1.083459,1.106562,1.076449,1.083600,1.083600,0
2022-09-30,1.116184,1.123394,1.102682,1.116944,1.116944,0
2022-10-03,1.113648,1.133234,1.108795,1.114057,1.114057,0
2022-10-04,1.133967,1.144597,1.128222,1.133414,1.133414,0
2022-10-05,1.145056,1.149491,1.122776,1.145134,1.145134,0
2022-10-06,1.135589,1.138343,1.112038,1.135538,1.135538,0
2022-10-07,1.116520,1.122372,1.109201,1.116208,1.116208,0
2022-10-10,1.107444,1.111086,1.102354,1.107273,1.107273,0
2022-10-11,1.107849,1.117131,1.100183,1.107641,1.107641,0
2022-10-12,1.096780,1.109866,1.092645,1.096780,1.096780,0
2022-10-13,1.109927,1.136196,1.105828,1.110556,1.110556,0
2022-10-14,1.130148,1.135873,1.116196,1.130391,1.130391,0
2022-10-17,1.123873,1.143864,1.121705,1.124417,1.124417,0
2022-10-18,1.135525,1.141201,1.125809,1.135396,1.135396,0
2022-10-19,1.133954,1.134984,1.122246,1.134430,1.134430,0
2022-10-20,1.120951,1.133324,1.117368,1.121101,1.121101,0
2022-10-21,1.122536,1.129318,1.106378,1.122146,1.122146,0
2022-10-24,1.133645,1.137980,1.127485,1.134469,1.134469,0
2022-10-25,1.130544,1.149954,1.127370,1.130774,1.130774,0
2022-10-26,1.146066,1.162358,1.143419,1.146224,1.146224,0
2022-10-27,1.163345,1.164415,1.155095,1.163819,1.163819,0
2022-10-28,1.156738,1.160012,1.150616,1.156604,1.156604,0
2022-10-31,1.160079,1.161332,1.147987,1.159595,1.159595,0
2022-11-01,1.147184,1.156524,1.144675,1.146815,1.146815,0
2022-11-02,1.149214,1.152738,1.145856,1.148950,1.148950,0
2022-11-03,1.138226,1.142178,1.116258,1.138433,1.138433,0
2022-11-04,1.117081,1.133376,1.116333,1.117119,1.117119,0
2022-11-07,1.133787,1.148317,1.129535,1.133157,1.133157,0
2022-11-08,1.151344,1.159757,1.143131,1.151795,1.151795,0
2022-11-09,1.154881,1.156685,1.135925,1.155268,1.155268,0
2022-11-10,1.136906,1.168279,1.136506,1.136816,1.136816,0
2022-11-11,1.169919,1.179997,1.164890,1.169563,1.169563,0
2022-11-14,1.179746,1.182830,1.171193,1.179913,1.179913,0
2022-11-15,1.175254,1.200408,1.174288,1.175250,1.175250,0
2022-11-16,1.188114,1.194144,1.183250,1.188044,1.188044,0
2022-11-17,1.191895,1.195572,1.176471,1.191526,1.191526,0
2022-11-18,1.185944,1.195000,1.185930,1.186015,1.186015,0
2022-11-21,1.188665,1.188764,1.178051,1.188637,1.188637,0
2022-11-22,1.182452,1.190221,1.182313,1.182760,1.182760,0
2022-11-23,1.189895,1.207832,1.187338,1.189457,1.189457,0
2022-11-24,1.207846,1.215421,1.206054,1.207350,1.207350,0
2022-11-25,1.211020,1.213001,1.206185,1.211343,1.211343,0
2022-11-28,1.206054,1.211798,1.202270,1.205473,1.205473,0
2022-11-29,1.196315,1.206374,1.195486,1.196029,1.196029,0
2022-11-30,1.194386,1.202747,1.190377,1.194686,1.194686,0
2022-12-01,1.207554,1.229695,1.207365,1.207750,1.207750,0
2022-12-02,1.225445,1.229649,1.213916,1.225926,1.225926,0
2022-12-05,1.229755,1.234476,1.216545,1.229725,1.229725,0
2022-12-06,1.219363,1.226332,1.215894,1.219245,1.219245,0
2022-12-07,1.213386,1.222374,1.210786,1.213301,1.213301,0
2022-12-08,1.221344,1.224665,1.215643,1.221240,1.221240,0
2022-12-09,1.223481,1.232347,1.222285,1.223601,1.223601,0
2022-12-12,1.223676,1.230012,1.221344,1.223915,1.223915,0
2022-12-13,1.227009,1.244153,1.225145,1.227084,1.227084,0
2022-12-14,1.235559,1.242205,1.234385,1.235666,1.235666,0
2022-12-15,1.241928,1.242545,1.220435,1.241943,1.241943,0
2022-12-16,1.219126,1.222255,1.212239,1.218918,1.218918,0
2022-12-19,1.216072,1.224155,1.212342,1.216027,1.216027,0
2022-12-20,1.215600,1.221926,1.208693,1.215333,1.215333,0
2022-12-21,1.218918,1.219036,1.207103,1.218918,1.218918,0
2022-12-22,1.207729,1.214624,1.199429,1.207740,1.207740,0
2022-12-23,1.203891,1.209014,1.202053,1.203992,1.203992,0
2022-12-26,1.206001,1.209614,1.205400,1.206001,1.206001,0
2022-12-27,1.208357,1.211226,1.200336,1.208415,1.208415,0
2022-12-28,1.202776,1.212415,1.200336,1.202733,1.202733,0
2022-12-29,1.203297,1.207584,1.201548,1.202848,1.202848,0
2022-12-30,1.205662,1.210683,1.201273,1.205633,1.205633,0
2023-01-02,1.212018,1.212342,1.203761,1.212033,1.212033,0
2023-01-03,1.206404,1.209000,1.190377,1.206287,1.206287,0
2023-01-04,1.196774,1.208664,1.196774,1.196974,1.196974,0
2023-01-05,1.205269,1.207817,1.187804,1.205705,1.205705,0
2023-01-06,1.191029,1.206753,1.184455,1.191228,1.191228,0
2023-01-09,1.212077,1.220733,1.209526,1.211637,1.211637,0
2023-01-10,1.218472,1.219810,1.211255,1.218487,1.218487,0
2023-01-11,1.215451,1.217789,1.210185,1.215451,1.215451,0
2023-01-12,1.216012,1.223736,1.209716,1.215953,1.215953,0
2023-01-13,1.221643,1.224695,1.215185,1.221777,1.221777,0
2023-01-16,1.222464,1.228864,1.217434,1.222673,1.222673,0
2023-01-17,1.220882,1.229982,1.217063,1.220778,1.220778,0
2023-01-18,1.228365,1.243317,1.225655,1.228471,1.228471,0
2023-01-19,1.234675,1.237547,1.231391,1.234766,1.234766,0
2023-01-20,1.239203,1.239999,1.233654,1.239326,1.239326,0
2023-01-23,1.240726,1.244927,1.232468,1.240633,1.240633,0
2023-01-24,1.237930,1.241372,1.226497,1.237976,1.237976,0
2023-01-25,1.233243,1.239910,1.228562,1.232924,1.232924,0
2023-01-26,1.241157,1.243085,1.234598,1.241249,1.241249,0
2023-01-27,1.241496,1.241928,1.234812,1.241527,1.241527,0
2023-01-30,1.240125,1.241758,1.236874,1.240030,1.240030,0
2023-01-31,1.235224,1.237011,1.228637,1.235361,1.235361,0
2023-02-01,1.230784,1.234720,1.230315,1.230890,1.230890,0
2023-02-02,1.238866,1.240187,1.224065,1.239004,1.239004,0
2023-02-03,1.222195,1.226618,1.206578,1.222300,1.222300,0
2023-02-06,1.204456,1.207846,1.200639,1.204515,1.204515,0
2023-02-07,1.202718,1.206001,1.196315,1.202675,1.202675,0
2023-02-08,1.205473,1.211035,1.203963,1.205458,1.205458,0
2023-02-09,1.207292,1.219245,1.205778,1.207146,1.207146,0
2023-02-10,1.211666,1.213843,1.206040,1.211681,1.211681,0
2023-02-13,1.205124,1.214373,1.203254,1.205226,1.205226,0
2023-02-14,1.215126,1.225700,1.212106,1.215214,1.215214,0
2023-02-15,1.217478,1.218145,1.199113,1.217434,1.217434,0
2023-02-16,1.204181,1.207394,1.196716,1.203978,1.203978,0
2023-02-17,1.197461,1.203138,1.191682,1.197533,1.197533,0
2023-02-20,1.202834,1.205647,1.201548,1.202979,1.202979,0
