Date,Open,High,Low,Close,Adj Close,Volume
2022-06-23,985.799988,996.900024,979.799988,992.599976,992.599976,100849
2022-06-24,991.099976,1016.700012,989.900024,1015.900024,1015.900024,107399
2022-06-27,1014.500000,1029.099976,1009.500000,1016.400024,1016.400024,83723
2022-06-28,1017.500000,1029.599976,1009.599976,1011.299988,1011.299988,96132
2022-06-29,1010.799988,1018.299988,1002.400024,1007.400024,1007.400024,107938
2022-06-30,1007.700012,1008.099976,987.299988,1002.700012,1002.700012,197255
2022-07-01,1005.400024,1007.599976,981.200012,996.500000,996.500000,138967
2022-07-04,996.500000,999.500000,980.200012,996.500000,996.500000,27686
2022-07-05,1004.799988,1005.200012,971.400024,988.500000,988.500000,116811
2022-07-06,986.900024,993.099976,971.200012,982.200012,982.200012,107478
2022-07-07,981.599976,1007.500000,974.799988,1003.599976,1003.599976,141617
2022-07-08,1001.900024,1007.400024,991.799988,1002.099976,1002.099976,78787
2022-07-11,1001.000000,1003.299988,971.299988,975.000000,975.000000,106832
2022-07-12,975.400024,976.900024,963.500000,971.099976,971.099976,89519
2022-07-13,971.400024,977.500000,956.099976,969.500000,969.500000,101620
2022-07-14,963.299988,972.900024,951.000000,961.099976,961.099976,104438
2022-07-15,961.900024,967.299988,953.200012,966.700012,966.700012,85167
2022-07-18,969.200012,986.500000,965.099976,973.599976,973.599976,81254
2022-07-19,973.099976,991.000000,971.900024,988.700012,988.700012,88467
2022-07-20,989.500000,994.900024,980.400024,984.400024,984.400024,97879
2022-07-21,983.500000,996.400024,981.700012,996.200012,996.200012,100727
2022-07-22,996.400024,996.500000,980.900024,985.200012,985.200012,109221
2022-07-25,985.299988,990.700012,981.900024,989.599976,989.599976,60930
2022-07-26,987.299988,994.900024,979.400024,981.200012,981.200012,66302
2022-07-27,985.500000,1003.900024,981.799988,999.799988,999.799988,89125
2022-07-28,1000.900024,1006.700012,989.500000,1003.200012,1003.200012,88789
2022-07-29,1003.500000,1005.900024,984.900024,998.500000,998.500000,200216
2022-08-01,995.299988,998.200012,982.200012,989.299988,989.299988,133978
2022-08-02,989.400024,994.700012,976.599976,983.700012,983.700012,126103
2022-08-03,982.000000,993.799988,979.700012,992.200012,992.200012,95509
2022-08-04,990.700012,1001.599976,988.299988,999.000000,999.000000,82923
2022-08-05,1001.099976,1006.299988,992.099976,999.200012,999.200012,84500
2022-08-08,999.799988,1006.799988,995.000000,1000.700012,1000.700012,78130
2022-08-09,1002.299988,1008.500000,995.000000,996.900024,996.900024,74628
2022-08-10,996.900024,1011.799988,985.400024,1009.700012,1009.700012,88710
2022-08-11,1012.799988,1027.800049,1008.400024,1013.799988,1013.799988,101215
